Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2009,5,Medieval,Alex Litvak and Michael Finch,M,An unlikely group of imprisoned warriors are forced on a suicide mission to steal the King’s crown in order to gain their freedom. They soon realize they’ve been set up to take the fall for the assassination of the King,WME,Adam Levine,,,Wonderland Sound and Vision,"Fox, New Regency"
2009,5,Owen's Manual,Greg Ferkel,M,A mild-mannered IT guy finds an ‘owners manual’ to his dull life but struggles to manage the realities of it when he reaches the end of the manual.,ICM,Sophie Holodnik,Caliber Media,Max Roman,Gary Sanchez Productions,
2009,5,The Last Stand,Andrew Knauer,M,"A drug cartel king escapes his trial in a 200mph Gumpert Apollo, and the only thing in between him and Mexican freedom is a small town cop in a bordertown.",WME,Mike Esola,Energy,Jake Wagner,Di Bonaventura Pictures,Lionsgate
2009,5,Jaws of Life,Michael Goldbach,M,A seventeen year old boy falls in love with a woman old enough to be his mother and begins to question the meaning of love and relationships while his parents go through a divorce,,,The Collective,Ava Greenfield,Mason Novick,
2009,5,Jitters,Marc Haimes,M,"A dysfunctional, recession-struck family moves into a new neighborhood and is terrorized by superbugs",WME,Jeff Gorin,Benderspink,"JC Spink, Charlie Gogolak",Benderspink,Paramount
2009,5,Swingles ,Zach Braff,M,A bachelor who is dumped by his wingman teams up with a sharp-tongued woman he can’t stand in order to meet women.,CAA,Craig Gering,Industry,Sandra Chang,Misher Films,Paramount
2009,5,The Trees,Tyler Hisel,M,"Isolated and threatened, a mysterious force hidden within the trees outside the small town of Laytonsville, Maryland strikes fear in the townsfolk as Sheriff Paul Shields attempts to overcome the demons of his past while protecting those that he loves",,,Insignia,Alexander Robb,,
2009,5,The Spectacular Now,Scott Neustadter and Mike Weber,M,"A hard-partying high school senior’s life changes when he meets a shy, insecure girl.",CAA,"Bill Zotti, Greg McKnight",Kaplan/Perrone,"Aaron Kaplan, Sean Perrone",21 Laps,Fox Searchlight
2009,5,Sand Dogs,Vineet Dewan and Angus Fletcher,M,"A pair of Western Red Crescent Paramedics weather a series of intense, dangerous days in the Gaza Strip",UTA,"Ramses Ishak, Michael Sheresky",Caliber Media,Dallas Sonnier ,,
2009,5,"Sex, Greed, Money, Murder, and Chicken Fried Steak",Reinhard Denke,M,"The story of oilman T. Cullen Davis, the richest man in the United States ever to be tried (and acquitted twice) for the capital murder of his stepdaughter, marking the end of the reign of Texas oil billionaires",WME,Mike Esola,,,Infinitum Nihil,
2009,5,Water For Elephants,Richard LaGravanese,M,"Jacob Jankowski is about to take his final exams in veterinary medicine at Cornell when his parents are killed in a car accident. He drops out and joins Benzini Brothers, a second-rate traveling circus trying to survive during the Depression",CAA,"Byrdie Lifson-Pompan, David O’Connor",,,Flashpoint Entertainment,Fox 2000
2009,5,The Wettest County,Nick Cave ,M,"Based on the book by Matt Bondurant. The story of a moonshine gang operating in the bootlegging capital of America – Franklin County, Virginia – during Prohibition",United Agents,Anthony Jones,,,Red Wagon,
2009,5,Wall Street 2: Money Never Sleeps,Allen Loeb,M,"Gordon Gekko, fresh from prison, re-emerges into a much harsher financial world than the one he left.",CAA,"Jon Levin, Carin Sage",Scarlet Fire,Steven Pearl,The Edward R. Pressman Film Corporation,Fox
2009,5,The Underling,Dave Stoller and Ben Shiffrin,M,A man slowly comes to discover his girlfriend is literally working for the devil and has to find a way to escape,UTA,Charlie Ferraro,Gotham Group,"Jeremy Bell, Lindsay Williams",,
2009,5,The Vatican Tapes,Chris Borelli,M,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape – Case 83-G – stolen from these archives and exposed to the public by an anonymous source.”",UTA,Jon Huddle,H2F,Chris Fenton,Roth Films,Paramount
2009,5,Year 12,Edward Ricourt,M,"Twelve years after an alien invasion leaves humankind decimated and brutally subjugated, a former soldier must smuggle deadly uranium in his bloodstream and, with help from a pair of rebels, fight his way to an air force base where the uranium can be extracted and used to fuel a nuclear missile for a counterstrike that will reverse the direction of the war.”",CAA,Matt Rosen,Gotham Group,Peter McHugh,Roth Films,Paramount
2010,49,COLLEGE REPUBLICANS ,Wes Jones,M,"Based on true events. Aspiring politician Karl Rove runs a dirty campaign for national College Republican Chairman under the guidance of Lee Atwater, his campaign manager.”",CAA ,"Gregory McKnight, Jay Baker","Circle of Confusion Ken Freimann, Greg Shephard","Ken Freimann, Greg Shephard",Anonymous Content,
2010,47,JACKIE ,Noah Oppenheim,M,Jackie Kennedy fights to define her husband’s legacy in the seven days immediately following his assassination.”,CAA ,"Rowena Arguelles, Billy Hawkins",Management 360,"Guymon Casady, Darin Friedman",Fox Searchlight,Protozoa Pictures
2010,45,ALL YOU NEED IS KILL,Dante Harper,M,A new recruit in a war against aliens finds himself caught in a time loop where he wakes up one day in the past after having been killed on the battlefield.”,CAA ,"Todd Feldman, Jay Baker",Management 360,"Guymon Casady, Darin Friedman","3 Arts Entertainment, VIZ Productions",Warner Brothers
2010,43,SAFE HOUSE,David Guggenheim,M,A young man at a CIA-run safe house in Rio De Janeiro must help a rogue ex-agent escape assassins who want intelligence that he won’t sell them.”,APA,David Boxerbaum,Madhouse Entertainment,Adam Kolbrenner,"Stuber Pictures, Madhouse Entertainment",Universal
2010,39,STOKER,Wentworth Miller,M,"After the death of her father, a teenager must deal with a mysterious uncle who returns to spend time with the family.”",ICM,"Nicole Clemens, Adam Weinstein",Industry Entertainment,Eryn Brown,Scott Free Productions,Fox Searchlight
2010,32,999,Matt Cook,M,A gang of crooked cops plan a major heist that will require them to shoot a fellow officer in order to get away with it.”,WME,"Cliff Roberts, Danny Gabai",Anonymous Content,"Bard Dorros, Keith Redmon",Anonymous Content,
2010,31,MARGIN CALL,JC Chandor,M,"Based on true events, the final twenty-four hours of Lehman Brothers.”",WME,"Rob Carlson, Simon Faber",,,"Before the Door Pictures, Washington Square Arts & Films, Benaroya Pictures, and Taggart Productions",
2010,30,AMERICAN BULLSHIT,Eric Warren Singer,M,"The true story of Abscam, the FBI’s 1980 undercover sting operation of Congress to root out corruption which was the brainchild of the world’s greatest con man.”",CAA ,"Robert Bookman, Billy Hawkins, Stuart Manashil",,,Atlas Entertainment,Sony
2010,28,ARGO,Chris Terrio,M,"The true story of how the CIA, with help from Hollywood, used a fake movie project to smuggle hostages out of Tehran during the 1979 hostage crisis.”",CAA ,Rowena Arguelles,Anonymous Content,"Michael Sugar, Bard Dorros",Smoke House,Warner Brothers
2010,24,THE LAST SON OF ISAAC LEMAY,Greg Johnson,M,"An aging outlaw convinced that there is evil in his genes goes on a journey to kill off his offspring. In the process, he discovers that his last remaining son is a terrifying manifestation of his worst fears.”",RWSG,Sylvie Rabineau,,,Blind Wink Productions,
2010,21,FAMILY GETAWAY,Jeremiah Friedman & Nick Palmer,M,A man whose family doesn’t know he’s an assassin must protect them during a cross-country car chase when rival killers show up.”,UTA,"David Kramer, Jason Burns, Geoff Morley",Rebecca Ewing,"Mosaic – Emily Rose, Dawn Saltzman",Mosaic,Warner Brothers
2010,18,DIE IN A GUNFIGHT,Andrew Barrer & Gabriel Ferrari,M,"A young New Yorker falls in love with the daughter of his father’s nemesis, setting in motion a Romeo and Juliet-like forbidden romance.”",WME,"Danny Greenberg, David Karp, Mike Esola",Prolific,Stuart Wrede,"Mark Gordon Company, Ninjas Runnin’ Wild",Media Rights Capital
2010,17,BETTER LIVING THROUGH CHEMISTRY,David Posamentier & Geoff Moore,M,"A straight-laced pharmacist’s uneventful life spirals out of control when he starts an affair with a trophy wife customer who takes him on a joyride involving sex, drugs and possibly murder.”",ICM,Adam Weinstein,Kaplan/Perrone Entertainment,"Aaron Kaplan, Sean Perrone",Occupant Films,
2010,17,GRAY MAN,Adam Cozad,M,"American operative Court Gentry, also known as the Gray Man, races against time and teams of government assassins in an effort to save his family.”",ICM,"Aaron Hart, Doug Maclaren",Gotham Group,Jeremy Bell,Shine Pictures,New Regency
2010,17,IMAGINE,Dan Fogelman,M,"A musician in his sixties tries to live his life differently after reading an old letter written to him by John Lennon and Yoko Ono. Of greatest importance to him:tracking down and reconnecting with his biological son, whom he has never met.”",WME,Danny Greenberg,Industry Entertainment,Eryn Brown,"Di Novi Pictures, Carousel Productions, Jessie Nelson",Warner Brothers
2010,16,CHRONICLE,Max Landis,M,"Three Portland teens become exposed to a mysterious substance in the woods, and, as a result, begin to develop incredible powers. They work together to hone their skills for fun until personal and family problems begin to turn them against one another.”",WME,"David Karp, Simon Faber, Danny Gabai",Circle of Confusion,"David Alpert, Britton Rizzio",Davis Entertainment,Fox
2010,16,GOLD,Patrick Massett & John Zinman,M,The true story of the biggest securities exchange fraud in United States history.”,CAA ,Matt Rosen,Industry Entertainment,"Michael Botti, Andrew Deane Paul Haggis",,
2010,16,SNOW WHITE AND THE HUNTSMAN,Evan Daugherty,M,A re-imagining of the story of Snow White in which the huntsman sent to kill her becomes her mentor.”,UTA,Tobin Babst,FilmEngine,Jake Wagner,Roth Films,Universal
2010,15,ARE WE OFFICIALLY DATING?,Tom Gormican,M,A dating movie told from the male perspective about the lengths men will go through to avoid being officially in a relationship.”,WME,"Simon Faber, Elia Infascelli-Smith",Underground Films & Management,Oly Obst,"Scott Aversano, Andrew O’Connor",
2010,15,FREE COUNTRY,Josh Parkinson,M,The owner of a tourist mining cave kills a rich boy who finds a huge ruby. Chaos ensues when he teams up with his two dysfunctional brothers to hide the body and fence the stone with the victim’s hot-headed twin on the hunt for his brother.”,CAA ,"Dan Rabinow, Matt Rosen",Gotham Group,Lindsay Williams,Rough House Pictures,Mandate Pictures
2010,15,GANGSTER SQUAD,Will Beall,M,"Amidst the corruption and chaos of 1940s Los Angeles, the LAPD’s Gangster Squad works to keep the East Coast Mafia out of the city.”",CAA ,"Jay Baker, Shari Smiley",Management 360,Darin Friedman,"Lin Pictures, Langley Park Pictures",Warner Brothers
2010,15,YOUR BRIDESMAID IS A BITCH,Brian Duffeld,M,"After agreeing to groomsman duties at his sister’s wedding, Noah Palmer realizes he may have made the mistake of his life after finding out that the woman who broke his heart is also part of the bridal party.”",HML,"Bob Hohman, Bayard Maybank, Devra Lieb",Circle of Confusion,"Bob Hohman, Bayard Maybank, Devra Lieb",Skydance Productions,
2010,14,ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,M,"When the mother of future United States President Abraham Lincoln is murdered by a vampire, he begins a lifelong vendetta to rid the world of the heinous creatures.”",WME,"Cliff Roberts, Jeff Gorin",,,"Tim Burton Productions, Bazelevs Productions",Fox
2010,13,HUNGER GAMES,Billy Ray,M,"Based on the book by Suzanne Collins. In an America of the future, young boys and girls are forced to participate in a televised battle to the death.”",CAA ,"Todd Feldman, Brian Kend",Management 360,Guymon Casady,Color Force,Lionsgate
2010,12,WELCOME TO PEOPLE,"Alex Kurtzman, Bob Orci, Jody Lambert",M,"A young man whose father has recently passed away is tasked with bringing $150,000 to an alcoholic sister he never knew about and her twelve-year-old son.”",CAA ,"Risa Gertner, Todd Feldman",,,Kurtzman/Orci,Dreamworks
2010,12,WHAT HAPPENED TO MONDAY?,Max Botkin,M,"In a world where families are allowed only one child due to overpopulation, a resourceful set of identical septuplets must avoid governmental execution and dangerous infighting while investigating the disappearance of one of their own.”",CAA ,"Stuart Manashil, Matt Rosen",EML Entertainment,Eva Lontscharitsch,Raffaella Productions,Vendome Pictures
2010,11,THE BUTLER,Danny Strong,M,"The story of African-American White House butler Eugene Allen, who served eight United States presidents from 1952 to 1986.”",CAA ,"Risa Gertner, Maha Dakhil",Gotham Group,Lindsay Williams,Laura Ziskin Productions,Sony
2010,11,THE ESCORT,Justin Adler,M,"A ‘flight escort’ responsible for overseeing the safe transport of a spoiled, wise-ass child must find alternate means of getting the kid home to Boston after their plane is grounded.”",UTA,Julien Thuan,Kapital Entertainment,Aaron Kaplan,Tom McNulty,Dreamworks
2010,11,FUN SIZE,Max Werner,M,"A high school senior is forced to take her weirdo brother trick-or-treating but loses track of him along the way. With the help of a few classmates, she tries to find him before her mother gets home. Meanwhile, the depraved little brother is having the time of his life.”",WME,"Danny Greenberg, David Karp",Anonymous Content,Bard Dorros,"Anonymous Content, Fake Empire",Paramount
2010,10,ARSONIST’S LOVE STORY,Katie Lovejoy,F,A young arsonist falls for a woman in the art world that he desperately wants to be apart of.”,CAA ,"John Campisi, Craig Brody",,,,
2010,10,LOOPER,Rian Johnson,M,"In the present day, a group of hitmen are sent their victims from the future.”",Featured Artists,Brian Dreyfuss,,,Gordonstreet Pictures,Endgame Entertainment
2010,10,MURDOCH,Jesse Armstrong,M,"As his family gathers for his birthday party, Rupert Murdoch tries to convince his elder children to alter the family trust so that his two youngest children by his newest wife will have voting rights in the company.”",CAA ,Gregory McKnight,,,,
2010,10,ONE DAY,David Nicholls,M,Dexter and Emma meet for the first time on college graduation day in 1988 and proceed to reunite one day a year for the next 20 years.”,CAA ,"Robert Bookman, JP Evans",,,"Color Force, Random House Films","Focus Features, Film4."
